date,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
2025-02-01,23,12,52.17,-25.91,-1.13
2025-02-03,22,11,50.00,-25.50,-1.16
2025-02-04,23,12,52.17,-24.97,-1.09
2025-02-05,24,12,50.00,-25.72,-1.07
2025-02-06,24,12,50.00,-21.57,-0.90
2025-02-07,24,12,50.00,-21.87,-0.91
2025-02-10,22,12,54.55,-17.47,-0.79
2025-02-11,23,12,52.17,-21.00,-0.91
2025-02-12,24,13,54.17,-20.75,-0.86
2025-02-13,24,13,54.17,-18.65,-0.78
2025-02-14,24,12,50.00,-24.58,-1.02
2025-02-17,22,10,45.45,-29.39,-1.34
2025-02-18,23,11,47.83,-28.87,-1.26
2025-02-19,24,12,50.00,-28.63,-1.19
2025-02-20,24,13,54.17,-21.41,-0.89
2025-02-21,23,12,52.17,-22.03,-0.96
2025-02-24,21,10,47.62,-23.41,-1.11
2025-02-25,22,11,50.00,-22.59,-1.03
2025-02-27,22,11,50.00,-16.52,-0.75
2025-02-28,22,11,50.00,-15.52,-0.71
2025-03-03,20,10,50.00,-17.32,-0.87
2025-03-04,20,10,50.00,-17.99,-0.90
2025-03-05,21,10,47.62,-18.31,-0.87
2025-03-06,21,11,52.38,-14.80,-0.70
2025-03-07,21,11,52.38,-14.18,-0.68
2025-03-10,19,10,52.63,-17.70,-0.93
2025-03-11,20,10,50.00,-18.65,-0.93
2025-03-12,21,11,52.38,-18.48,-0.88
2025-03-13,21,11,52.38,-17.83,-0.85
2025-03-17,17,10,58.82,-7.59,-0.45
2025-03-18,18,11,61.11,-6.66,-0.37
2025-03-19,19,11,57.89,-11.84,-0.62
2025-03-20,19,11,57.89,-10.29,-0.54
2025-03-21,19,11,57.89,-10.40,-0.55
2025-03-24,18,9,50.00,-12.75,-0.71
2025-03-25,19,10,52.63,-12.33,-0.65
2025-03-26,20,10,50.00,-18.43,-0.92
2025-03-27,20,11,55.00,-11.56,-0.58
2025-03-28,20,11,55.00,-10.85,-0.54
2025-04-01,19,12,63.16,-4.45,-0.23
2025-04-02,20,13,65.00,-4.15,-0.21
2025-04-03,20,13,65.00,-3.17,-0.16
2025-04-04,19,12,63.16,-3.95,-0.21
2025-04-07,17,10,58.82,2.69,0.16
2025-04-08,18,10,55.56,2.76,0.15
2025-04-09,19,11,57.89,3.84,0.20
2025-04-11,18,11,61.11,9.68,0.54
2025-04-15,17,9,52.94,8.53,0.50
2025-04-16,18,10,55.56,8.65,0.48
2025-04-17,19,10,52.63,7.72,0.41
2025-04-21,16,9,56.25,10.60,0.66
2025-04-22,17,9,52.94,7.84,0.46
2025-04-23,18,10,55.56,8.33,0.46
2025-04-24,18,11,61.11,10.19,0.57
2025-04-25,18,11,61.11,10.12,0.56
2025-04-28,16,9,56.25,11.87,0.74
2025-04-29,17,10,58.82,12.97,0.76
2025-04-30,18,10,55.56,7.56,0.42
2025-05-02,18,10,55.56,5.94,0.33
2025-05-05,17,9,52.94,4.73,0.28
2025-05-06,18,9,50.00,4.02,0.22
2025-05-07,19,9,47.37,4.68,0.25
2025-05-08,19,10,52.63,-3.31,-0.17
2025-05-09,19,10,52.63,-2.94,-0.15
2025-05-12,18,9,50.00,-3.04,-0.17
2025-05-13,19,10,52.63,-2.51,-0.13
2025-05-14,20,11,55.00,-1.48,-0.07
2025-05-15,20,11,55.00,-1.48,-0.07
2025-05-16,19,11,57.89,-1.30,-0.07
2025-05-19,18,11,61.11,1.88,0.10
2025-05-20,18,11,61.11,1.88,0.10
2025-05-21,19,12,63.16,2.56,0.13
2025-05-22,19,12,63.16,1.97,0.10
2025-05-23,18,12,66.67,4.73,0.26
2025-05-26,15,9,60.00,3.15,0.21
2025-05-27,16,10,62.50,3.54,0.22
2025-05-28,17,11,64.71,3.67,0.22
2025-05-29,17,12,70.59,4.00,0.24
2025-05-30,17,12,70.59,3.07,0.18
2025-06-02,16,11,68.75,7.64,0.48
2025-06-03,17,12,70.59,7.94,0.47
2025-06-04,18,13,72.22,8.62,0.48
2025-06-05,18,12,66.67,8.02,0.45
2025-06-06,18,12,66.67,8.68,0.48
2025-06-09,16,12,75.00,7.12,0.45
2025-06-10,16,12,75.00,7.12,0.45
2025-06-11,17,13,76.47,7.36,0.43
2025-06-12,17,14,82.35,6.96,0.41
2025-06-13,17,13,76.47,8.54,0.50
2025-06-16,17,13,76.47,8.49,0.50
2025-06-17,18,14,77.78,8.88,0.49
