date,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
2025-02-01,21,14,66.67,-1.40,-0.07
2025-02-03,20,12,60.00,-2.48,-0.12
2025-02-04,21,12,57.14,-4.08,-0.19
2025-02-05,22,13,59.09,-3.58,-0.16
2025-02-06,22,13,59.09,-3.01,-0.14
2025-02-07,22,13,59.09,-3.10,-0.14
2025-02-10,20,11,55.00,-3.83,-0.19
2025-02-11,20,11,55.00,-3.83,-0.19
2025-02-12,21,12,57.14,-3.57,-0.17
2025-02-13,21,13,61.90,-1.36,-0.06
2025-02-14,21,13,61.90,-1.36,-0.06
2025-02-17,19,14,73.68,0.62,0.03
2025-02-18,20,15,75.00,1.45,0.07
2025-02-19,21,16,76.19,1.69,0.08
2025-02-20,21,17,80.95,3.51,0.17
2025-02-21,21,17,80.95,2.90,0.14
2025-02-24,19,15,78.95,4.43,0.23
2025-02-25,20,16,80.00,4.86,0.24
2025-02-27,20,16,80.00,4.35,0.22
2025-02-28,20,15,75.00,1.34,0.07
2025-03-03,18,13,72.22,0.62,0.03
2025-03-04,18,12,66.67,-3.30,-0.18
2025-03-05,19,12,63.16,-5.10,-0.27
2025-03-06,19,12,63.16,-4.30,-0.23
2025-03-07,18,12,66.67,-2.70,-0.15
2025-03-10,16,11,68.75,-1.10,-0.07
2025-03-11,17,12,70.59,-0.08,-0.00
2025-03-12,18,13,72.22,0.09,0.00
2025-03-13,18,13,72.22,0.09,0.00
2025-03-17,15,10,66.67,-1.00,-0.07
2025-03-18,16,11,68.75,-0.75,-0.05
2025-03-19,17,11,64.71,-1.44,-0.08
2025-03-20,17,11,64.71,-1.84,-0.11
2025-03-21,17,11,64.71,-2.45,-0.14
2025-03-24,15,8,53.33,-6.62,-0.44
2025-03-25,16,9,56.25,-5.14,-0.32
2025-03-26,17,9,52.94,-6.12,-0.36
2025-03-27,17,10,58.82,-6.40,-0.38
2025-03-28,17,10,58.82,-6.63,-0.39
2025-04-01,16,10,62.50,-4.17,-0.26
2025-04-02,16,10,62.50,-4.17,-0.26
2025-04-03,17,11,64.71,-3.84,-0.23
2025-04-04,16,11,68.75,-0.51,-0.03
2025-04-07,15,11,73.33,3.02,0.20
2025-04-08,16,11,68.75,1.97,0.12
2025-04-09,16,11,68.75,1.97,0.12
2025-04-11,15,10,66.67,1.82,0.12
2025-04-15,15,9,60.00,2.57,0.17
2025-04-16,16,10,62.50,2.81,0.18
2025-04-17,17,11,64.71,3.16,0.19
2025-04-21,14,8,57.14,1.18,0.08
2025-04-22,15,9,60.00,1.68,0.11
2025-04-23,16,10,62.50,1.84,0.12
2025-04-24,16,11,68.75,5.54,0.35
2025-04-25,15,10,66.67,4.06,0.27
2025-04-28,13,9,69.23,4.40,0.34
2025-04-29,14,10,71.43,5.13,0.37
2025-04-30,15,10,66.67,2.12,0.14
2025-05-02,14,9,64.29,1.27,0.09
2025-05-05,14,9,64.29,2.69,0.19
2025-05-06,15,10,66.67,3.23,0.22
2025-05-07,16,11,68.75,4.86,0.30
2025-05-08,16,12,75.00,3.04,0.19
2025-05-09,16,13,81.25,6.64,0.41
2025-05-12,16,12,75.00,5.32,0.33
2025-05-13,17,13,76.47,5.48,0.32
2025-05-14,18,14,77.78,5.91,0.33
2025-05-15,19,15,78.95,6.28,0.33
2025-05-16,19,16,84.21,5.60,0.29
2025-05-19,18,15,83.33,5.26,0.29
2025-05-20,19,16,84.21,5.44,0.29
2025-05-21,20,17,85.00,5.67,0.28
2025-05-22,20,18,90.00,7.75,0.39
2025-05-23,20,17,85.00,6.96,0.35
2025-05-26,19,16,84.21,6.39,0.34
2025-05-27,19,16,84.21,6.39,0.34
2025-05-28,20,17,85.00,6.52,0.33
2025-05-29,20,17,85.00,6.76,0.34
2025-05-30,20,17,85.00,6.41,0.32
2025-06-02,20,17,85.00,9.38,0.47
2025-06-03,21,18,85.71,9.56,0.46
2025-06-04,22,19,86.36,10.29,0.47
2025-06-05,21,18,85.71,8.54,0.41
2025-06-06,20,17,85.00,8.00,0.40
2025-06-09,18,14,77.78,3.08,0.17
2025-06-10,18,14,77.78,3.08,0.17
2025-06-11,19,15,78.95,3.21,0.17
2025-06-12,19,15,78.95,2.29,0.12
2025-06-13,19,14,73.68,2.87,0.15
2025-06-16,16,11,68.75,1.83,0.11
2025-06-17,17,12,70.59,2.17,0.13
2025-06-18,18,13,72.22,2.37,0.13
2025-06-19,18,13,72.22,2.23,0.12
2025-06-20,18,13,72.22,2.21,0.12
2025-06-23,16,12,75.00,2.58,0.16
2025-06-24,17,12,70.59,3.07,0.18
2025-06-25,17,12,70.59,3.07,0.18
2025-06-26,17,12,70.59,3.17,0.19
2025-06-27,18,12,66.67,3.16,0.18
2025-06-30,16,9,56.25,0.93,0.06
2025-07-01,17,10,58.82,1.34,0.08
2025-07-02,18,11,61.11,1.49,0.08
2025-07-03,18,11,61.11,0.77,0.04
2025-07-04,18,11,61.11,0.72,0.04
2025-07-07,18,11,61.11,0.33,0.02
2025-07-08,18,11,61.11,0.33,0.02
2025-07-09,18,11,61.11,0.33,0.02
2025-07-10,17,11,64.71,0.64,0.04
2025-07-11,18,12,66.67,1.01,0.06
2025-07-14,16,12,75.00,1.50,0.09
2025-07-15,16,12,75.00,1.50,0.09
2025-07-16,16,12,75.00,1.50,0.09
2025-07-17,17,13,76.47,2.75,0.16
2025-07-18,17,12,70.59,1.37,0.08
2025-07-21,14,9,64.29,0.90,0.06
2025-07-22,15,10,66.67,1.37,0.09
2025-07-23,16,11,68.75,2.24,0.14
2025-07-24,16,11,68.75,2.04,0.13
2025-07-25,15,11,73.33,1.55,0.10
2025-07-28,14,10,71.43,0.12,0.01
2025-07-29,15,10,66.67,0.55,0.04
2025-07-30,16,11,68.75,0.77,0.05
2025-07-31,16,12,75.00,2.86,0.18
2025-08-01,16,12,75.00,2.78,0.17
2025-08-04,14,11,78.57,3.38,0.24
2025-08-05,15,11,73.33,3.03,0.20
2025-08-06,15,11,73.33,3.03,0.20
2025-08-07,15,11,73.33,3.10,0.21
